0.000000,551.727600,551.727600 
641.469220,443.175385,534.132933 
1282.938440,412.861298,516.552701 
1924.407661,376.778809,499.001338 
2565.876881,312.638214,481.493279 
3207.346101,396.447327,464.042959 
3848.815321,470.602509,446.664813 
4490.284542,434.071045,429.373275 
5131.753762,347.582123,412.182780 
5773.222982,302.504669,395.107764 
6414.692202,310.041443,378.162660 
7056.161423,320.154297,361.361903 
7697.630643,345.706696,344.719928 
8339.099863,331.588684,328.251170 
8980.569083,341.992157,311.970063 
9622.038303,352.326843,295.891043 
10263.507524,420.041260,280.028544 
10904.976744,378.522003,264.397000 
11546.445964,399.504242,249.010847 
12187.915184,420.513763,233.884520 
12829.384405,414.607178,219.032452 
13470.853625,424.509705,204.469078 
14112.322845,440.685547,190.208834 
14753.792065,461.856018,176.266155 
15395.261286,464.146667,162.655474 
16036.730506,496.249695,149.391226 
16678.199726,474.982269,136.487847 
17319.668946,482.180573,123.959771 
17961.138166,648.574768,111.821433 
18602.607387,590.466553,100.087268 
19244.076607,431.877472,88.771709 
19885.545827,429.473175,77.889193 
20527.015047,378.583221,67.454153 
21168.484268,381.906219,57.481025 
21809.953488,321.777588,47.984243 
22451.422708,226.499298,38.978242 
23092.891928,265.204742,30.477456 
23734.361149,213.401215,22.496321 
24375.830369,220.023361,15.049271 
25017.299589,220.264099,8.150741 
25658.768809,216.476196,1.815165 
26300.238029,223.775665,-3.943021 
26941.707250,226.915680,-9.109384 
27583.176470,225.739975,-13.669487 
28224.645690,230.178665,-17.608897 
28866.114910,224.616913,-20.913179 
29507.584131,231.729019,-23.567898 
30149.053351,232.096542,-25.558619 
30790.522571,250.467712,-26.870907 
31431.991791,247.067688,-27.490329 
32073.461012,237.632370,-27.402448 
32714.930232,245.300537,-26.592831 
33356.399452,246.529358,-25.047043 
33997.868672,245.068359,-22.750648 
34639.337892,254.637054,-19.689213 
35280.807113,257.137909,-15.848302 
35922.276333,262.363617,-11.213481 
36563.745553,268.275055,-5.770315 
37205.214773,273.042297,0.495631 
37846.683994,306.691437,7.598792 
38488.153214,382.405396,15.553602 
