0.000000,213.059052,213.059052 
0.000000,213.059052,-nan(ind) 
73.619331,250.330963,-nan(ind) 
73.619331,250.330963,-nan(ind) 
147.238661,284.626678,-nan(ind) 
147.238661,284.626678,-nan(ind) 
220.857992,285.073120,-nan(ind) 
220.857992,285.073120,-nan(ind) 
294.477322,287.094238,-nan(ind) 
294.477322,287.094238,-nan(ind) 
368.096653,269.890228,-nan(ind) 
368.096653,269.890228,-nan(ind) 
441.715984,229.290695,-nan(ind) 
441.715984,229.290695,-nan(ind) 
515.335314,213.508911,-nan(ind) 
515.335314,213.508911,-nan(ind) 
588.954645,216.294968,216.294968 
588.954645,216.294968,-nan(ind) 
662.573975,215.507172,-nan(ind) 
662.573975,215.507172,-nan(ind) 
736.193306,207.140747,-nan(ind) 
736.193306,207.140747,-nan(ind) 
809.812636,190.674911,-nan(ind) 
809.812636,190.674911,-nan(ind) 
883.431967,158.727173,-nan(ind) 
883.431967,158.727173,-nan(ind) 
957.051298,123.217026,-nan(ind) 
957.051298,123.217026,-nan(ind) 
1030.670628,108.201340,-nan(ind) 
1030.670628,108.201340,-nan(ind) 
1104.289959,85.059753,-nan(ind) 
1104.289959,85.059753,-nan(ind) 
1177.909289,113.088264,113.088264 
1177.909289,113.088264,-nan(ind) 
1251.528620,141.819672,-nan(ind) 
1251.528620,141.819672,-nan(ind) 
1325.147951,154.416595,-nan(ind) 
1325.147951,154.416595,-nan(ind) 
1398.767281,174.966171,-nan(ind) 
1398.767281,174.966171,-nan(ind) 
1472.386612,182.400406,-nan(ind) 
1472.386612,182.400406,-nan(ind) 
1546.005942,181.525909,-nan(ind) 
1546.005942,181.525909,-nan(ind) 
1619.625273,210.722717,-nan(ind) 
1619.625273,210.722717,-nan(ind) 
1693.244604,224.191055,-nan(ind) 
1693.244604,224.191055,-nan(ind) 
1766.863934,254.258881,254.258881 
1766.863934,254.258881,-nan(ind) 
1840.483265,276.658142,-nan(ind) 
1840.483265,276.658142,-nan(ind) 
1914.102595,288.607605,-nan(ind) 
1914.102595,288.607605,-nan(ind) 
1987.721926,292.572418,-nan(ind) 
1987.721926,292.572418,-nan(ind) 
2061.341256,283.657867,-nan(ind) 
2061.341256,283.657867,-nan(ind) 
2134.960587,264.025879,-nan(ind) 
2134.960587,264.025879,-nan(ind) 
2208.579918,240.550751,-nan(ind) 
2208.579918,240.550751,-nan(ind) 
2282.199248,221.159195,-nan(ind) 
2282.199248,221.159195,-nan(ind) 
2355.818579,186.215775,186.215775 
2355.818579,186.215775,-nan(ind) 
2429.437909,154.335052,-nan(ind) 
2429.437909,154.335052,-nan(ind) 
2503.057240,111.387352,-nan(ind) 
2503.057240,111.387352,-nan(ind) 
2576.676571,88.801079,-nan(ind) 
2576.676571,88.801079,-nan(ind) 
2650.295901,60.673363,-nan(ind) 
2650.295901,60.673363,-nan(ind) 
