0.000000,6625.027344,6625.027344 
15.270573,6621.190918,6624.515336 
30.541146,6618.478516,6624.007338 
45.811718,6616.082520,6623.507358 
61.082291,6614.002930,6623.019405 
76.352864,6612.239258,6622.547488 
91.623437,6610.792480,6622.095617 
106.894010,6610.215820,6621.667801 
122.164582,6610.064941,6621.268048 
137.435155,6610.230469,6620.900368 
152.705728,6610.712402,6620.568769 
167.976301,6611.510254,6620.277262 
183.246874,6612.625000,6620.029855 
198.517447,6614.055664,6619.830556 
213.788019,6614.821777,6619.683376 
229.058592,6615.273926,6619.592323 
244.329165,6615.500488,6619.561407 
259.599738,6615.500977,6619.594636 
274.870311,6615.275879,6619.696019 
290.140883,6614.824219,6619.869567 
305.411456,6614.394531,6620.119286 
320.682029,6614.174316,6620.449188 
335.952602,6614.012695,6620.863281 
351.223175,6613.851074,6621.365574 
366.493747,6613.688965,6621.960075 
381.764320,6613.527344,6622.650795 
397.034893,6613.402344,6623.441742 
412.305466,6613.388672,6624.336926 
427.576039,6613.179199,6625.340355 
442.846611,6612.138184,6626.456039 
458.117184,6610.916992,6627.687986 
473.387757,6609.515137,6629.040206 
488.658330,6607.925293,6630.516708 
503.928903,6606.212891,6632.121501 
519.199476,6604.455078,6633.858594 
534.470048,6602.676758,6635.731995 
549.740621,6601.026855,6637.745716 
565.011194,6599.421875,6639.903763 
580.281767,6597.862305,6642.210147 
595.552340,6596.506836,6644.668876 
610.822912,6595.198730,6647.283960 
626.093485,6593.935059,6650.059407 
641.364058,6592.805664,6652.999227 
656.634631,6593.214355,6656.107429 
671.905204,6593.849121,6659.388022 
687.175776,6595.008301,6662.845015 
702.446349,6596.525391,6666.482417 
717.716922,6598.313477,6670.304238 
732.987495,6600.373047,6674.314485 
748.258068,6602.703125,6678.517169 
763.528640,6605.780762,6682.916299 
778.799213,6610.645020,6687.515883 
794.069786,6616.997559,6692.319930 
809.340359,6623.756836,6697.332451 
824.610932,6630.922852,6702.557453 
839.881505,6638.495605,6707.998946 
855.152077,6646.475098,6713.660939 
870.422650,6659.984863,6719.547442 
885.693223,6676.017090,6725.662462 
900.963796,6691.958984,6732.010010 
916.234369,6707.810059,6738.594094 
931.504941,6723.571289,6745.418724 
946.775514,6739.241699,6752.487908 
962.046087,6754.710938,6759.805656 
977.316660,6767.375977,6767.375977 
992.587233,6779.864258,6775.201840 
1007.857805,6792.804199,6783.282057 
