0.000000,213.059052,213.059052 
73.619331,250.330963,-45811500.380692 
147.238661,284.626678,-70403150.158683 
220.857992,285.073120,-80520497.777600 
294.477322,287.094238,-81151356.160826 
368.096653,269.890228,-75923773.982122 
441.715984,229.290695,-67423657.929207 
515.335314,213.508911,-57446613.731028 
588.954645,216.294968,-47196305.068279 
662.573975,215.507172,-37439531.299062 
736.193306,207.140747,-28626455.513231 
809.812636,190.674911,-20982926.264188 
883.431967,158.727173,-14580588.250266 
957.051298,123.217026,-9389433.628575 
1030.670628,108.201340,-5316575.810070 
1104.289959,85.059753,-2234305.026769 
1177.909289,113.088264,113.088264 
1251.528620,141.819672,1530927.748484 
1325.147951,154.416595,2495118.770218 
1398.767281,174.966171,3017105.411810 
1472.386612,182.400406,3205984.994618 
1546.005942,181.525909,3154555.717204 
1619.625273,210.722717,2939553.153029 
1693.244604,224.191055,2622669.790987 
1766.863934,254.258881,2252037.894722 
1840.483265,276.658142,1863943.179598 
1914.102595,288.607605,1484604.739484 
1987.721926,292.572418,1131908.974473 
2061.341256,283.657867,817025.030396 
2134.960587,264.025879,545858.990586 
2208.579918,240.550751,320325.843797 
2282.199248,221.159195,139433.798421 
2355.818579,186.215775,186.215775 
2429.437909,154.335052,-101686.576079 
2503.057240,111.387352,-171149.142116 
2576.676571,88.801079,-213417.920906 
2650.295901,60.673363,-233634.167729 
2723.915232,37.309250,-236634.146633 
2797.534562,35.290997,-226799.002210 
2871.153893,41.896793,-207968.318555 
2944.773223,45.138821,-183403.180841 
3018.392554,60.093468,-155786.446383 
3092.011885,83.981148,-127249.801794 
3165.631215,98.583435,-99418.958338 
3239.250546,121.910339,-73469.972597 
3312.869876,150.036667,-50191.147116 
3386.489207,183.654312,-30046.253602 
3460.108538,224.637527,-13235.928165 
3533.727868,244.979813,244.979813 
3607.347199,244.576141,10555.555027 
3680.966529,202.078094,17963.290127 
3754.585860,156.975510,22805.229646 
3828.205191,114.325775,25455.756703 
3901.824521,86.673828,26300.723706 
3975.443852,99.798256,25717.440115 
4049.063182,122.897133,24059.910892 
4122.682513,138.639847,21648.654995 
4196.301843,143.035370,18764.412332 
4269.921174,145.774719,15645.059616 
4343.540505,147.025970,12485.091553 
4417.159835,142.861191,9437.076339 
4490.779166,140.293488,6614.557342 
4564.398496,141.518875,4095.941068 
4638.017827,137.816666,1928.981227 
4711.637158,135.536819,135.536819 
4785.256488,138.522980,-1283.653421 
4858.875819,161.188400,-2344.378791 
4932.495149,136.277252,-3074.692219 
5006.114480,128.543167,-3511.073169 
5079.733811,129.368423,-3695.077946 
5153.353141,122.547012,-3670.504893 
5226.972472,112.404198,-3481.075706 
5300.591802,85.429321,-3168.613681 
5374.211133,85.722153,-2771.684634 
5447.830463,106.290138,-2324.655706 
5521.449794,106.041435,-1857.120849 
5595.069125,101.216225,-1393.638577 
5668.688455,95.912033,-953.727168 
5742.307786,75.521606,-552.064187 
5815.927116,91.394005,-198.840511 
5889.546447,99.776497,99.776497 
5963.165778,139.146027,341.110827 
6036.785108,139.438431,525.411242 
6110.404439,114.924889,655.279114 
